1	0.18793981936242846
2	0.14473270542091793
3	0.1016644715434975
4	0.07293123255173366
5	0.0474684772392114
6	0.02729428621629874
7	0.036906283193578325
8	0.020612948677606054
9	0.01834718779557281
10	0.015874761829359665
11	0.018404513597488403
12	0.017230829793132015
13	0.01770871225744486
14	0.015517650482555231
15	0.012588454513914056
16	0.018642753776576784
17	0.013994629236145152
18	0.013621175558202796
19	0.020150918720497027
20	0.0158289045923286
21	0.02170096855196688
22	0.01139559488122662
23	0.012775283048136367
24	0.01099316030740738
25	0.014135597325447533
26	0.015227694892221026
27	0.01241525774821639
28	0.014412586732457081
29	0.01469705616020494
30	0.014058819609797664
31	0.012260062982224755
32	0.010279745277431276
33	0.013182257043404711
34	0.008949967463397317
35	0.01667974263222681
36	0.010608191524321834
37	0.011306689405399892
38	0.014303953335103061
39	0.010424392246123817
40	0.01198020473950439
41	0.013827452125648657
42	0.010543089411738846
43	0.011506227672927909
44	0.015025410128550397
45	0.011575874355104234
46	0.011217664358102612
47	0.010113482001341052
48	0.017906298757427268
49	0.010833294700003333
50	0.011724580751938952
